labeling_type,dosage_form,route_of_administration,marketing_category,application_number,proprietaryname,generic_proper_name,spl_effective_date ,established_pharmacologic_class,initia_us_approval,company,marketing_date,ndc,active_ingredient_unii,active_ingredients,active_moiety_names,active_moiety_unii
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acacia; American Beech; American Elm; Arizona Ash; Arizona Cypress; Arroyo Willow; Aspen; Bald Cypress; Balsam Poplar; Bayberry,ACACIA; AMERICAN BEECH; AMERICAN ELM; ARIZONA ASH; ARIZONA CYPRESS; ARROYO WILLOW; ASPEN; BALD CYPRESS; BALSAM POPLAR; BAYBERRY,12/3/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-; 2009/12/04-,36987-2448; 36987-2456; 36987-2464; 36987-2472; 36987-2480; 36987-2488; 36987-2496; 36987-2504; 36987-2512; 36987-2520; 36987-2528; 36987-2536; 36987-2544; 36987-2552; 36987-2560; 36987-2568; 36987-2576; 36987-2584; 36987-2592; 36987-2600,02RVY6X9EC; 030R993R8E; 042SUA2DS9; 0G82TT8ZFY; 0MGE63QPFJ; 0U790UB32K; 15L060HV8H; 1BV28146ZR; 1FH355G8HF; 2147EPR64I; 232DMH0XVF; 23H70FYJ5U; 294L626TT0; 34X886W1H4; 3I9T68187H; 3MDX759C0W; 426RHB4302; 43IR7KR479; 43R41XZ627; 476DVV63WP,ACACIA BAILEYANA POLLEN; ACER MACROPHYLLUM POLLEN; ACER NEGUNDO POLLEN; ACER RUBRUM POLLEN; ACER SACCHARINUM POLLEN; ACER SACCHARUM POLLEN; ALNUS INCANA SUBSP. RUGOSA POLLEN; ALNUS RHOMBIFOLIA POLLEN; ALNUS RUBRA POLLEN; BETULA LENTA POLLEN,ACACIA BAILEYANA POLLEN; ACER MACROPHYLLUM POLLEN; ACER NEGUNDO POLLEN; ACER RUBRUM POLLEN; ACER SACCHARINUM POLLEN; ACER SACCHARUM POLLEN; ALNUS INCANA SUBSP. RUGOSA POLLEN; ALNUS RHOMBIFOLIA POLLEN; ALNUS RUBRA POLLEN; BETULA LENTA POLLEN,02RVY6X9EC; 030R993R8E; 042SUA2DS9; 0G82TT8ZFY; 0MGE63QPFJ; 0U790UB32K; 15L060HV8H; 1BV28146ZR; 1FH355G8HF; 2147EPR64I; 232DMH0XVF; 23H70FYJ5U; 294L626TT0; 34X886W1H4; 3I9T68187H; 3MDX759C0W; 426RHB4302; 43IR7KR479; 43R41XZ627; 476DVV63WP
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acacia; American Beech; American Elm; Arizona Ash; Arizona Cypress; Arroyo Willow; Aspen; Bald Cypress; Balsam Poplar; Bayberry,ACACIA; AMERICAN BEECH; AMERICAN ELM; ARIZONA ASH; ARIZONA CYPRESS; ARROYO WILLOW; ASPEN; BALD CYPRESS; BALSAM POPLAR; BAYBERRY,12/3/2009,Non-Standardized Pollen Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-; 2009/12/04-,36987-2450; 36987-2458; 36987-2466; 36987-2474; 36987-2482; 36987-2490; 36987-2498; 36987-2506; 36987-2514; 36987-2522; 36987-2530; 36987-2538; 36987-2546; 36987-2554; 36987-2562; 36987-2570; 36987-2578; 36987-2586; 36987-2594; 36987-2602,02RVY6X9EC; 030R993R8E; 042SUA2DS9; 0G82TT8ZFY; 0MGE63QPFJ; 0U790UB32K; 15L060HV8H; 1BV28146ZR; 1FH355G8HF; 2147EPR64I; 232DMH0XVF; 23H70FYJ5U; 294L626TT0; 34X886W1H4; 3I9T68187H; 3MDX759C0W; 426RHB4302; 43IR7KR479; 43R41XZ627; 476DVV63WP,ACACIA BAILEYANA POLLEN; ACER MACROPHYLLUM POLLEN; ACER NEGUNDO POLLEN; ACER RUBRUM POLLEN; ACER SACCHARINUM POLLEN; ACER SACCHARUM POLLEN; ALNUS INCANA SUBSP. RUGOSA POLLEN; ALNUS RHOMBIFOLIA POLLEN; ALNUS RUBRA POLLEN; BETULA LENTA POLLEN,ACACIA BAILEYANA POLLEN; ACER MACROPHYLLUM POLLEN; ACER NEGUNDO POLLEN; ACER RUBRUM POLLEN; ACER SACCHARINUM POLLEN; ACER SACCHARUM POLLEN; ALNUS INCANA SUBSP. RUGOSA POLLEN; ALNUS RHOMBIFOLIA POLLEN; ALNUS RUBRA POLLEN; BETULA LENTA POLLEN,02RVY6X9EC; 030R993R8E; 042SUA2DS9; 0G82TT8ZFY; 0MGE63QPFJ; 0U790UB32K; 15L060HV8H; 1BV28146ZR; 1FH355G8HF; 2147EPR64I; 232DMH0XVF; 23H70FYJ5U; 294L626TT0; 34X886W1H4; 3I9T68187H; 3MDX759C0W; 426RHB4302; 43IR7KR479; 43R41XZ627; 476DVV63WP
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1852; 36987-1861; 36987-1870; 36987-1879; 36987-1888; 36987-1897; 36987-1906; 36987-1915; 36987-1924; 36987-1933; 36987-1942; 36987-1951; 36987-1960; 36987-1969; 36987-1978; 36987-1987; 36987-1996; 36987-2005; 36987-2014; 36987-2041,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1856; 36987-1865; 36987-1874; 36987-1883; 36987-1892; 36987-1901; 36987-1910; 36987-1919; 36987-1928; 36987-1937; 36987-1946; 36987-1955; 36987-1964; 36987-1973; 36987-1982; 36987-1991; 36987-2000; 36987-2009; 36987-2018; 36987-2045,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1854; 36987-1863; 36987-1872; 36987-1881; 36987-1890; 36987-1899; 36987-1908; 36987-1917; 36987-1926; 36987-1935; 36987-1944; 36987-1953; 36987-1962; 36987-1971; 36987-1980; 36987-1989; 36987-1998; 36987-2007; 36987-2016; 36987-2043,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1851; 36987-1860; 36987-1869; 36987-1878; 36987-1887; 36987-1896; 36987-1905; 36987-1914; 36987-1923; 36987-1932; 36987-1941; 36987-1950; 36987-1959; 36987-1968; 36987-1977; 36987-1986; 36987-1995; 36987-2004; 36987-2013; 36987-2040,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1849; 36987-1858; 36987-1867; 36987-1876; 36987-1885; 36987-1894; 36987-1903; 36987-1912; 36987-1921; 36987-1930; 36987-1939; 36987-1948; 36987-1957; 36987-1966; 36987-1975; 36987-1984; 36987-1993; 36987-2002; 36987-2011; 36987-2038,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1850; 36987-1859; 36987-1868; 36987-1877; 36987-1886; 36987-1895; 36987-1904; 36987-1913; 36987-1922; 36987-1931; 36987-1940; 36987-1949; 36987-1958; 36987-1967; 36987-1976; 36987-1985; 36987-1994; 36987-2003; 36987-2012; 36987-2039,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1848; 36987-1857; 36987-1866; 36987-1875; 36987-1884; 36987-1893; 36987-1902; 36987-1911; 36987-1920; 36987-1929; 36987-1938; 36987-1947; 36987-1956; 36987-1965; 36987-1974; 36987-1983; 36987-1992; 36987-2001; 36987-2010; 36987-2037,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
HUMAN PRESCRIPTION DRUG LABEL,"INJECTION, SOLUTION",INTRADERMAL; SUBCUTANEOUS,BLA,102192,Acremonium strictum; Alternaria alternata; Aspergillus flavus; Aspergillus fumigatus; Aspergillus niger; Aspergillus repens; Aspergillus terreus; Aureobasidium pullulans; Bipolaris sorokiniana; Botrytis cinerea,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER; ASPERGILLUS REPENS; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS; BIPOLARIS SOROKINIANA; BOTRYTIS CINEREA,12/14/2009,Non-Standardized Food Allergenic Extract; Non-Standardized Fungal Allergenic Extract,,NELCO LABORATORIES INC,1972/08/29-,36987-1853; 36987-1862; 36987-1871; 36987-1880; 36987-1889; 36987-1898; 36987-1907; 36987-1916; 36987-1925; 36987-1934; 36987-1943; 36987-1952; 36987-1961; 36987-1970; 36987-1979; 36987-1988; 36987-1997; 36987-2006; 36987-2015; 36987-2042,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,ACREMONIUM STRICTUM; ALTERNARIA ALTERNATA; ASPERGILLUS FLAVUS; ASPERGILLUS FUMIGATUS; ASPERGILLUS NIGER VAR. NIGER; ASPERGILLUS TERREUS; AUREOBASIDIUM PULLULANS VAR. PULLUTANS; BOTRYTIS CINEREA; CANDIDA ALBICANS; CHAETOMIUM GLOBOSUM,199I7J3JIV; 2072U60DUI; 3F36V0451W; 3J888Y9L13; 3LN5B70U4W; 3Y1PE1GCIG; 49W168AES4; 4D7G21HDBC; 4K7Z7K7SWG; 4ZWY20GTGO; 5016WB8B8A; 52B29REC7H; 5964J742O8; 62TY3X4N9Z; 8476849N1Y; 87U156LEN7; 978D8U419H; 9IOA40ANG6; BV82OL2IZ8; C7000B9PQI
